YEAR,REGION,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2013,West,15,Hawaii,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8410,6,13.96,1.05,23.63,49160,3.8,8.89,12.58,19.48,28.44,40.73,18500,26160,40520,59150,84710,,
2013,West,15,Hawaii,29-0000,Healthcare Practitioners and Technical Occupations,major,28420,6.7,47.187,0.81,42.13,87630,3,18.08,25.56,36.35,49.71,67.41,37610,53170,75600,103390,140210,,
2013,West,15,Hawaii,31-0000,Healthcare Support Occupations,major,16020,5.1,26.601,0.9,15.43,32100,1.9,9.3,11.96,14.72,17.96,21.71,19340,24880,30620,37350,45150,,
2013,West,15,Hawaii,33-0000,Protective Service Occupations,major,21020,2.2,34.898,1.42,19.52,40610,6.9,9.01,11.35,18.03,25.21,32.56,18740,23620,37490,52430,67730,,
2013,West,15,Hawaii,35-0000,Food Preparation and Serving Related Occupations,major,74850,1.8,124.3,1.38,12.89,26810,1.7,7.9,8.68,10.8,15.89,21.26,16430,18050,22460,33050,44220,,
2013,West,15,Hawaii,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,37210,2.8,61.794,1.91,14.56,30280,1.2,8.81,11.11,14.91,17.31,19.38,18330,23110,31010,36010,40310,,
2013,West,15,Hawaii,39-0000,Personal Care and Service Occupations,major,18390,3.9,30.544,1.02,13.03,27090,2.7,7.98,8.86,11.39,15.14,19.96,16600,18430,23690,31480,41510,,
2013,West,15,Hawaii,41-0000,Sales and Related Occupations,major,63290,2.1,105.101,0.99,15.94,33160,1.6,8.35,9.73,12.62,18.28,27.8,17370,20240,26250,38030,57830,,
2013,West,15,Hawaii,43-0000,Office and Administrative Support Occupations,major,90860,1.4,150.887,0.93,17.19,35750,0.9,9.88,12.65,16.43,21.01,25.88,20550,26320,34180,43690,53840,,
2013,West,15,Hawaii,45-0000,"Farming, Fishing, and Forestry Occupations",major,1420,15.4,2.362,0.72,13.52,28110,5.3,7.92,8.79,11.22,17.37,22.19,16470,18290,23350,36130,46150,,
2013,West,15,Hawaii,47-0000,Construction and Extraction Occupations,major,26030,2.6,43.224,1.13,29.22,60770,1.4,15.54,20.6,29.27,37.12,43.73,32330,42840,60880,77220,90950,,
2013,West,15,Hawaii,49-0000,"Installation, Maintenance, and Repair Occupations",major,23390,2.8,38.842,1,24.36,50660,2.8,12.68,16.86,23.37,31.09,37.7,26370,35060,48610,64680,78410,,
2013,West,15,Hawaii,51-0000,Production Occupations,major,14630,3.5,24.294,0.37,17.75,36930,3.7,8.72,10.79,15.27,22.15,32.27,18140,22450,31760,46080,67120,,
2013,West,15,Hawaii,53-0000,Transportation and Material Moving Occupations,major,37780,4.9,62.737,0.92,18.29,38040,3.8,9,11.18,15.73,21.52,28.99,18710,23250,32720,44750,60310,,
2013,West,16,Idaho,11-0000,Management Occupations,major,31970,1.6,52.157,1.06,37.64,78280,1.3,14.95,22.09,32.92,46.13,65.82,31090,45940,68480,95950,136910,,
2013,West,16,Idaho,13-0000,Business and Financial Operations Occupations,major,21620,1.9,35.268,0.7,28.71,59710,1.7,14.55,19.28,25.74,34.84,45.67,30260,40100,53530,72470,95000,,
2013,West,16,Idaho,15-0000,Computer and Mathematical Occupations,major,11520,5.7,18.785,0.67,31.39,65300,2.4,14.25,20.73,29.37,40.72,52.42,29650,43110,61090,84690,109040,,
2013,West,16,Idaho,17-0000,Architecture and Engineering Occupations,major,12230,2.8,19.944,1.11,36.78,76500,2.2,19.03,25.93,35.13,46.13,56.53,39580,53930,73070,95950,117580,,
2013,West,16,Idaho,19-0000,"Life, Physical, and Social Science Occupations",major,9640,4.8,15.719,1.84,26.37,54840,4,11.99,15.06,22.84,32.69,43.56,24940,31320,47500,68000,90600,,
2013,West,16,Idaho,21-0000,Community and Social Service Occupations,major,12030,6,19.628,1.37,18.86,39230,1.3,9.34,14.89,18.25,22.38,27.58,19420,30980,37950,46550,57380,,
2013,West,16,Idaho,23-0000,Legal Occupations,major,3850,3.5,6.282,0.8,38.03,79110,5.1,15.11,19.92,29.09,49.79,71.21,31430,41440,60510,103570,148110,,
2013,West,16,Idaho,25-0000,"Education, Training, and Library Occupations",major,40560,2.2,66.161,1.04,17.43,36260,2.4,8.27,9.62,15.59,23.07,29.31,17200,20010,32420,47980,60960,,
2013,West,16,Idaho,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6960,5.6,11.347,0.86,18.27,38000,3,8.24,9.68,15.17,23.29,33.05,17130,20140,31550,48440,68730,,
2013,West,16,Idaho,29-0000,Healthcare Practitioners and Technical Occupations,major,34490,1.8,56.26,0.96,32.51,67630,1.7,14.25,19.35,27.17,36.02,53.64,29630,40250,56510,74930,111580,,
2013,West,16,Idaho,31-0000,Healthcare Support Occupations,major,17520,3.3,28.582,0.97,12.48,25950,1.3,8.26,9.62,11.72,14.32,17.55,17190,20010,24380,29790,36510,,
2013,West,16,Idaho,33-0000,Protective Service Occupations,major,13020,2.8,21.241,0.86,18.83,39160,2.6,8.87,12.07,17.29,23.99,31.16,18460,25100,35970,49900,64810,,
2013,West,16,Idaho,35-0000,Food Preparation and Serving Related Occupations,major,53210,1.4,86.801,0.97,9.46,19680,0.9,7.67,8.11,8.84,10.17,12.96,15950,16870,18390,21150,26960,,
2013,West,16,Idaho,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,20120,3.5,32.824,1.01,11.59,24100,1.1,7.96,8.81,10.55,13.47,17.24,16560,18330,21940,28020,35870,,
2013,West,16,Idaho,39-0000,Personal Care and Service Occupations,major,18880,3.6,30.8,1.02,10.38,21590,1.4,7.71,8.21,9.05,10.98,14.8,16040,17080,18820,22850,30790,,
2013,West,16,Idaho,41-0000,Sales and Related Occupations,major,62850,1.9,102.524,0.97,15.5,32240,1.4,8.04,8.93,11.38,17.72,27.81,16720,18580,23660,36850,57840,,
2013,West,16,Idaho,43-0000,Office and Administrative Support Occupations,major,100080,2.1,163.262,1.01,14.76,30690,0.7,8.79,10.69,13.63,17.54,22.56,18290,22230,28350,36480,46920,,
2013,West,16,Idaho,45-0000,"Farming, Fishing, and Forestry Occupations",major,5990,6.3,9.766,2.97,14.11,29350,4.8,7.8,8.52,10.88,17.53,27.15,16230,17720,22630,36460,56460,,
2013,West,16,Idaho,47-0000,Construction and Extraction Occupations,major,28550,2.4,46.582,1.21,18.26,37990,1.1,10.44,13.31,17.19,22.34,27.71,21710,27680,35750,46470,57630,,
2013,West,16,Idaho,49-0000,"Installation, Maintenance, and Repair Occupations",major,25640,2.3,41.828,1.08,19.77,41110,1.1,10.34,13.59,18.29,24.52,31.12,21500,28270,38030,51010,64730,,
2013,West,16,Idaho,51-0000,Production Occupations,major,40650,3.2,66.315,1,15.49,32210,1.3,8.79,10.84,14.11,18.15,23.91,18290,22550,29350,37750,49740,,
2013,West,16,Idaho,53-0000,Transportation and Material Moving Occupations,major,41640,2.8,67.924,1,15.18,31570,1.4,8.46,10.18,13.82,18.06,24.1,17600,21180,28740,37570,50130,,
2013,Midwest,17,Illinois,11-0000,Management Occupations,major,343680,1,60.244,1.22,50.2,104410,0.5,20.46,30.34,43.9,61.99,89.1,42550,63110,91310,128940,185340,,
2013,Midwest,17,Illinois,13-0000,Business and Financial Operations Occupations,major,293570,1.7,51.46,1.02,34.51,71780,0.8,16.13,22.62,31.14,41.74,55.5,33550,47050,64780,86820,115450,,
2013,Midwest,17,Illinois,15-0000,Computer and Mathematical Occupations,major,156770,3.6,27.48,0.99,37.63,78260,1,19.33,26.86,36.86,46.61,57.11,40200,55870,76680,96950,118780,,
2013,Midwest,17,Illinois,17-0000,Architecture and Engineering Occupations,major,80950,2.5,14.191,0.79,36.28,75460,1.1,19.38,26.34,34.74,44.48,56.04,40310,54790,72260,92510,116550,,
2013,Midwest,17,Illinois,19-0000,"Life, Physical, and Social Science Occupations",major,31500,5.2,5.522,0.65,33.23,69110,2.7,14.02,20.75,29.82,41.83,55.54,29160,43170,62020,87010,115530,,
2013,Midwest,17,Illinois,21-0000,Community and Social Service Occupations,major,74890,2.3,13.128,0.92,22.51,46820,1.8,10.62,14.17,19.69,29.07,38.02,22080,29480,40940,60470,79080,,
2013,Midwest,17,Illinois,23-0000,Legal Occupations,major,46580,3.1,8.166,1.04,49.05,102020,3.2,16.49,23.91,35.46,65.9,#,34290,49730,73760,137070,#,,
2013,Midwest,17,Illinois,25-0000,"Education, Training, and Library Occupations",major,407860,3,71.495,1.13,25.23,52480,2.2,9.43,13.29,22.08,32.73,44.83,19610,27630,45930,68080,93240,,
2013,Midwest,17,Illinois,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,66630,3.6,11.68,0.88,25.71,53480,3.5,9.26,13.31,21.09,31.71,44.48,19250,27680,43870,65950,92520,,
2013,Midwest,17,Illinois,29-0000,Healthcare Practitioners and Technical Occupations,major,324350,1.6,56.856,0.97,34.71,72200,1.3,13.76,20.33,28.75,40.31,59.59,28620,42280,59790,83830,123940,,
2013,Midwest,17,Illinois,31-0000,Healthcare Support Occupations,major,170300,3.8,29.853,1.01,13.59,28260,1.3,9.13,10.2,12.12,15.8,20.16,19000,21210,25220,32860,41920,,
2013,Midwest,17,Illinois,33-0000,Protective Service Occupations,major,145530,2.3,25.511,1.04,22.91,47640,5.6,9.03,10.97,18.23,33.62,42.85,18790,22830,37910,69930,89140,,
2013,Midwest,17,Illinois,35-0000,Food Preparation and Serving Related Occupations,major,458830,1,80.43,0.9,10.38,21590,0.6,8.56,8.8,9.2,10.79,14,17800,18300,19140,22440,29110,,
2013,Midwest,17,Illinois,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,189110,1.9,33.151,1.02,13.04,27120,0.8,8.8,9.38,11.5,15.2,19.17,18300,19520,23920,31610,39880,,
2013,Midwest,17,Illinois,39-0000,Personal Care and Service Occupations,major,153120,3.2,26.842,0.89,12.39,25770,1.1,8.68,9.09,10.41,13.38,18.89,18050,18900,21660,27830,39290,,
2013,Midwest,17,Illinois,41-0000,Sales and Related Occupations,major,605440,1,106.131,1,19.58,40720,1.2,8.8,9.3,12.5,22.25,39.37,18290,19340,26000,46280,81890,,
2013,Midwest,17,Illinois,43-0000,Office and Administrative Support Occupations,major,884170,1.1,154.99,0.96,17.15,35680,0.4,9.45,11.73,15.61,21.08,27.16,19660,24390,32470,43850,56500,,
2013,Midwest,17,Illinois,45-0000,"Farming, Fishing, and Forestry Occupations",major,5840,9,1.023,0.31,15.2,31620,2.3,8.75,9.4,12.88,18.5,26.64,18200,19550,26800,38470,55410,,
2013,Midwest,17,Illinois,47-0000,Construction and Extraction Occupations,major,176630,1.5,30.962,0.81,27.67,57550,0.9,12.5,17.63,27.79,37.75,43.33,26000,36670,57800,78510,90120,,
2013,Midwest,17,Illinois,49-0000,"Installation, Maintenance, and Repair Occupations",major,193410,1.5,33.904,0.87,22.62,47050,0.8,11.01,15.19,21.48,29.07,35.84,22900,31590,44690,60470,74550,,
2013,Midwest,17,Illinois,51-0000,Production Occupations,major,437280,2.1,76.652,1.16,17.01,35390,0.8,9.22,11.22,15.26,20.84,27.69,19180,23340,31740,43350,57600,,
2013,Midwest,17,Illinois,53-0000,Transportation and Material Moving Occupations,major,458260,1.9,80.33,1.18,16.7,34730,2,8.92,10.05,14.08,20.13,28.51,18550,20890,29280,41870,59290,,
2013,Midwest,18,Indiana,11-0000,Management Occupations,major,125390,1.4,43.932,0.89,44.37,92290,0.6,19.12,26.79,38.6,54.29,76.54,39760,55720,80300,112920,159200,,
2013,Midwest,18,Indiana,13-0000,Business and Financial Operations Occupations,major,103500,2.7,36.261,0.72,29.86,62110,0.7,15.13,19.91,26.8,35.78,46.19,31460,41410,55740,74430,96060,,
2013,Midwest,18,Indiana,15-0000,Computer and Mathematical Occupations,major,49530,3.2,17.353,0.62,32.76,68150,1.5,17.36,23.31,31.35,40.58,49.63,36110,48490,65210,84410,103230,,
2013,Midwest,18,Indiana,17-0000,Architecture and Engineering Occupations,major,49200,2.6,17.239,0.96,33.16,68980,0.8,19.03,24.63,31.8,40.44,49.85,39580,51220,66150,84120,103690,,
2013,Midwest,18,Indiana,19-0000,"Life, Physical, and Social Science Occupations",major,22590,14.6,7.914,0.92,27.88,57990,2.3,13.87,17.55,22.81,33.23,47.58,28850,36500,47450,69120,98960,,
2013,Midwest,18,Indiana,21-0000,Community and Social Service Occupations,major,31360,2.4,10.986,0.77,19.98,41550,1.2,11.47,14.2,18.12,23.83,31.6,23860,29540,37690,49560,65720,,
2013,Midwest,18,Indiana,23-0000,Legal Occupations,major,15060,3.3,5.276,0.67,35.75,74360,2.4,13.87,18.09,26.96,47.49,66.87,28850,37620,56090,98770,139080,,
2013,Midwest,18,Indiana,25-0000,"Education, Training, and Library Occupations",major,157620,2.2,55.224,0.87,21.79,45330,2.1,9.06,11.59,19.79,28.5,35.73,18830,24110,41160,59290,74320,,
2013,Midwest,18,Indiana,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31010,2.6,10.863,0.82,19.49,40530,1.5,8.55,11.02,16.61,23.83,33.72,17780,22930,34540,49560,70150,,
2013,Midwest,18,Indiana,29-0000,Healthcare Practitioners and Technical Occupations,major,180780,1.8,63.337,1.08,32.68,67980,1,14.22,19.04,25.66,35.22,55.98,29580,39610,53370,73260,116450,,
2013,Midwest,18,Indiana,31-0000,Healthcare Support Occupations,major,83440,2.1,29.234,0.99,12.83,26690,0.7,8.59,9.97,11.7,14.5,18.14,17860,20730,24340,30150,37730,,
2013,Midwest,18,Indiana,33-0000,Protective Service Occupations,major,58460,2.2,20.483,0.83,17.74,36890,2.1,8.81,11.29,16.58,22.79,28.34,18320,23480,34480,47400,58940,,
2013,Midwest,18,Indiana,35-0000,Food Preparation and Serving Related Occupations,major,266170,0.8,93.254,1.04,9.53,19820,0.5,7.68,8.13,8.88,10.3,13.09,15970,16900,18460,21430,27220,,
2013,Midwest,18,Indiana,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,85670,1.4,30.015,0.93,11.76,24450,1,7.93,8.74,10.63,13.89,17.56,16490,18180,22120,28890,36520,,
2013,Midwest,18,Indiana,39-0000,Personal Care and Service Occupations,major,71110,2.4,24.915,0.83,10.87,22600,0.8,7.77,8.35,9.35,11.85,16.84,16150,17380,19450,24660,35020,,
2013,Midwest,18,Indiana,41-0000,Sales and Related Occupations,major,288600,0.9,101.114,0.95,16.81,34960,0.9,7.99,8.8,11.33,19.06,32.56,16610,18300,23560,39640,67710,,
2013,Midwest,18,Indiana,43-0000,Office and Administrative Support Occupations,major,403660,0.8,141.424,0.87,15.43,32100,0.3,8.95,11.09,14.29,18.28,23.48,18630,23060,29720,38030,48830,,
2013,Midwest,18,Indiana,45-0000,"Farming, Fishing, and Forestry Occupations",major,3380,8.2,1.184,0.36,14.09,29300,2,8.37,9.93,12.7,16.6,21.68,17400,20650,26420,34520,45100,,
2013,Midwest,18,Indiana,47-0000,Construction and Extraction Occupations,major,111850,2.4,39.185,1.02,23.28,48430,1.1,12.03,15.59,21.54,30.37,37.4,25030,32430,44800,63170,77780,,
2013,Midwest,18,Indiana,49-0000,"Installation, Maintenance, and Repair Occupations",major,121330,1.5,42.508,1.1,20.87,43410,0.7,11.21,14.88,19.73,26.13,32.81,23320,30950,41030,54360,68230,,
2013,Midwest,18,Indiana,51-0000,Production Occupations,major,346100,1.5,121.259,1.83,16.32,33950,0.9,9.14,11.24,14.7,19.8,26.54,19020,23370,30580,41180,55210,,
2013,Midwest,18,Indiana,53-0000,Transportation and Material Moving Occupations,major,248440,1.8,87.04,1.28,15.85,32960,1.2,8.41,10.07,13.9,19.1,26.16,17500,20940,28920,39740,54410,,
2013,Midwest,19,Iowa,11-0000,Management Occupations,major,74110,1.3,49.682,1.01,41.58,86490,1.1,16.58,24.75,36.65,52.38,70.75,34500,51480,76230,108940,147170,,
2013,Midwest,19,Iowa,13-0000,Business and Financial Operations Occupations,major,62880,2.3,42.156,0.84,28.75,59800,0.7,15.56,20.43,26.81,34.87,44.2,32370,42480,55770,72520,91940,,
2013,Midwest,19,Iowa,15-0000,Computer and Mathematical Occupations,major,31650,3.9,21.217,0.76,33.2,69050,1.4,18.31,24.3,32.33,41.16,49.75,38090,50550,67250,85610,103470,,
2013,Midwest,19,Iowa,17-0000,Architecture and Engineering Occupations,major,18320,2.8,12.28,0.68,31.38,65260,0.8,18.05,23.38,30.3,38.11,45.82,37550,48640,63020,79260,95310,,
2013,Midwest,19,Iowa,19-0000,"Life, Physical, and Social Science Occupations",major,12290,9.5,8.237,0.96,26.96,56080,1.5,13.75,18.47,24.88,33.2,42.59,28600,38410,51750,69050,88590,,
2013,Midwest,19,Iowa,21-0000,Community and Social Service Occupations,major,23060,2.7,15.457,1.08,18.98,39470,1.4,10.13,12.72,17.51,24.13,30.6,21080,26470,36420,50200,63650,,
2013,Midwest,19,Iowa,23-0000,Legal Occupations,major,7580,2.8,5.079,0.65,35.78,74420,4.1,13.7,18.27,26.52,43.89,70.33,28490,38000,55160,91280,146300,,
2013,Midwest,19,Iowa,25-0000,"Education, Training, and Library Occupations",major,98470,3.5,66.014,1.04,22.12,46010,4.9,9.49,12.56,19.52,27.38,35.64,19740,26130,40600,56940,74140,,
2013,Midwest,19,Iowa,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,18790,4.6,12.6,0.95,18.4,38260,2.3,8.31,9.75,15.44,23.05,32.04,17290,20280,32110,47950,66630,,
2013,Midwest,19,Iowa,29-0000,Healthcare Practitioners and Technical Occupations,major,83660,2.7,56.085,0.96,31.97,66510,1.6,14.42,19.07,25.03,33.97,54.7,30000,39660,52070,70650,113770,,
2013,Midwest,19,Iowa,31-0000,Healthcare Support Occupations,major,45180,2.3,30.288,1.02,13.19,27430,1,9.4,10.38,12.07,14.77,18.74,19550,21590,25110,30710,38980,,
2013,Midwest,19,Iowa,33-0000,Protective Service Occupations,major,21470,2.2,14.397,0.59,19.95,41490,1.8,8.8,11.45,19.61,26.62,32.81,18300,23830,40780,55380,68240,,
2013,Midwest,19,Iowa,35-0000,Food Preparation and Serving Related Occupations,major,127070,1.1,85.19,0.95,9.53,19820,0.6,7.68,8.13,8.89,10.35,13.08,15970,16920,18480,21530,27200,,
2013,Midwest,19,Iowa,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,46320,1.8,31.053,0.96,11.9,24750,0.9,7.98,8.86,10.78,14.16,17.8,16600,18430,22420,29460,37030,,
2013,Midwest,19,Iowa,39-0000,Personal Care and Service Occupations,major,43030,2.7,28.848,0.96,10.94,22760,1,7.82,8.48,9.69,11.72,15.93,16270,17640,20150,24380,33140,,
2013,Midwest,19,Iowa,41-0000,Sales and Related Occupations,major,152990,1.2,102.568,0.97,16.18,33650,0.9,7.98,8.76,11.08,18.59,30.58,16590,18220,23060,38660,63600,,
2013,Midwest,19,Iowa,43-0000,Office and Administrative Support Occupations,major,215720,1.2,144.621,0.89,15.49,32220,0.5,9.04,11.31,14.51,18.49,23.35,18810,23530,30190,38470,48570,,
2013,Midwest,19,Iowa,45-0000,"Farming, Fishing, and Forestry Occupations",major,5610,6.4,3.763,1.15,15.28,31780,1.8,9.22,11.03,13.98,18.06,23.74,19190,22930,29080,37570,49390,,
2013,Midwest,19,Iowa,47-0000,Construction and Extraction Occupations,major,58510,1.7,39.229,1.02,19.83,41240,0.7,11.56,14.49,18.44,24.35,30.44,24050,30150,38360,50660,63310,,
2013,Midwest,19,Iowa,49-0000,"Installation, Maintenance, and Repair Occupations",major,64600,1.7,43.312,1.12,20.02,41630,0.5,11.46,14.87,19.12,24.28,30.07,23830,30930,39770,50500,62550,,
2013,Midwest,19,Iowa,51-0000,Production Occupations,major,154370,3.2,103.493,1.57,16.08,33440,0.8,9.75,12.04,15.17,19.03,23.06,20290,25040,31550,39580,47960,,
2013,Midwest,19,Iowa,53-0000,Transportation and Material Moving Occupations,major,125940,2.4,84.43,1.24,15.85,32980,1.4,8.59,10.64,14.52,19.7,25.59,17880,22120,30200,40970,53230,,
2013,Midwest,20,Kansas,11-0000,Management Occupations,major,57500,1.5,43.027,0.87,46.72,97180,0.6,21.88,29.31,40.58,56.14,80.58,45520,60960,84410,116780,167610,,
2013,Midwest,20,Kansas,13-0000,Business and Financial Operations Occupations,major,59440,2.3,44.479,0.89,30.98,64440,0.9,16.36,21,28,37.18,47.82,34030,43680,58240,77330,99470,,
2013,Midwest,20,Kansas,15-0000,Computer and Mathematical Occupations,major,30140,3.9,22.552,0.81,34.22,71180,1.8,17.22,23.04,32.1,43.37,54.92,35820,47930,66770,90220,114230,,
2013,Midwest,20,Kansas,17-0000,Architecture and Engineering Occupations,major,23130,8.9,17.307,0.96,34.87,72520,2,18.8,24.97,33.43,43.31,54.04,39100,51940,69530,90080,112410,,
2013,Midwest,20,Kansas,19-0000,"Life, Physical, and Social Science Occupations",major,8960,4.8,6.703,0.78,28.88,60070,2.1,15.49,19.59,25.4,34.78,45.64,32210,40750,52830,72340,94930,,
2013,Midwest,20,Kansas,21-0000,Community and Social Service Occupations,major,15730,3.7,11.771,0.82,18.63,38760,1.2,11.33,14,17.61,22.17,27.94,23560,29120,36630,46110,58120,,
2013,Midwest,20,Kansas,23-0000,Legal Occupations,major,7250,5.3,5.428,0.69,36.49,75890,3.2,15.2,20.93,27.78,44.81,68.08,31620,43520,57790,93200,141610,,
2013,Midwest,20,Kansas,25-0000,"Education, Training, and Library Occupations",major,89230,4.2,66.763,1.05,20.01,41620,2.1,9.52,11.83,18.81,25.07,32.56,19800,24610,39130,52150,67720,,
2013,Midwest,20,Kansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16770,3.5,12.546,0.95,18.85,39200,1.7,8.4,10.29,16.14,23.59,33.47,17480,21400,33580,49060,69620,,
2013,Midwest,20,Kansas,29-0000,Healthcare Practitioners and Technical Occupations,major,77480,5.6,57.977,0.99,32.62,67860,1.9,13.72,18.7,25.48,34.94,59.25,28530,38890,53010,72670,123230,,
2013,Midwest,20,Kansas,31-0000,Healthcare Support Occupations,major,42820,3.4,32.038,1.08,12.48,25970,1.2,8.73,9.92,11.29,13.87,17.62,18160,20630,23490,28860,36650,,
2013,Midwest,20,Kansas,33-0000,Protective Service Occupations,major,28630,6,21.424,0.87,18.59,38670,3.1,9.17,12.38,16.72,23.16,30.98,19060,25760,34770,48180,64430,,
2013,Midwest,20,Kansas,35-0000,Food Preparation and Serving Related Occupations,major,116150,1.3,86.909,0.97,9.45,19660,0.7,7.67,8.11,8.84,10.12,12.99,15960,16870,18380,21050,27020,,
2013,Midwest,20,Kansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,42880,2.7,32.081,0.99,11.54,24000,1.1,7.9,8.67,10.36,13.32,17.32,16430,18030,21540,27710,36030,,
2013,Midwest,20,Kansas,39-0000,Personal Care and Service Occupations,major,44120,3.7,33.016,1.1,10.86,22590,1.4,7.83,8.49,9.65,11.42,15.5,16280,17660,20070,23750,32250,,
2013,Midwest,20,Kansas,41-0000,Sales and Related Occupations,major,133210,1.3,99.672,0.94,17.58,36580,1.5,8.01,8.83,11.45,20.41,34.3,16660,18370,23810,42440,71330,,
2013,Midwest,20,Kansas,43-0000,Office and Administrative Support Occupations,major,220540,1.1,165.017,1.02,15.39,32020,0.4,8.97,11.11,14.21,18.25,23.47,18650,23120,29560,37970,48810,,
2013,Midwest,20,Kansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,3550,12.2,2.654,0.81,13.9,28920,2.8,8.65,10.35,12.78,15.73,21.19,17980,21520,26580,32720,44080,,
2013,Midwest,20,Kansas,47-0000,Construction and Extraction Occupations,major,56060,2.1,41.95,1.09,19.66,40900,1.2,11.18,13.68,17.65,24.11,31.84,23260,28460,36700,50140,66220,,
2013,Midwest,20,Kansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,57190,2.6,42.795,1.1,20.91,43490,1,11.15,14.81,19.65,26.34,32.97,23180,30810,40870,54780,68580,,
2013,Midwest,20,Kansas,51-0000,Production Occupations,major,109680,3,82.069,1.24,17.29,35960,2.3,9.7,12.15,15.4,21.23,28.06,20170,25270,32030,44150,58370,,
2013,Midwest,20,Kansas,53-0000,Transportation and Material Moving Occupations,major,95990,3,71.823,1.06,16.17,33640,1.8,8.52,10.38,14.15,19.89,27.01,17720,21590,29430,41370,56180,,
2013,South,21,Kentucky,11-0000,Management Occupations,major,80390,1.1,45.089,0.91,42.52,88440,0.5,19.52,26.76,37.23,51.43,71.14,40600,55650,77450,106980,147960,,
2013,South,21,Kentucky,13-0000,Business and Financial Operations Occupations,major,63530,2.5,35.633,0.71,28.03,58300,0.7,15.26,19.52,25.18,33.94,43.76,31730,40590,52370,70590,91020,,
2013,South,21,Kentucky,15-0000,Computer and Mathematical Occupations,major,28930,4.6,16.229,0.58,30.23,62870,1.6,15.65,20.84,28.52,38.38,47.23,32550,43350,59330,79830,98250,,
2013,South,21,Kentucky,17-0000,Architecture and Engineering Occupations,major,23830,3.3,13.366,0.74,32.67,67950,1.6,17.34,23.39,31.67,40.79,50.18,36070,48660,65880,84850,104380,,
2013,South,21,Kentucky,19-0000,"Life, Physical, and Social Science Occupations",major,9320,2.6,5.228,0.61,24.98,51970,2,13.46,17.47,22.72,30.18,39.69,27990,36330,47250,62770,82560,,
2013,South,21,Kentucky,21-0000,Community and Social Service Occupations,major,25190,1.8,14.128,0.99,18.78,39050,1.2,11.21,13.75,17.44,22.2,29.08,23320,28610,36280,46180,60480,,
2013,South,21,Kentucky,23-0000,Legal Occupations,major,9490,3.9,5.321,0.68,33.94,70590,2.7,14.52,19.37,26.08,41.06,64.61,30190,40280,54250,85410,134390,,
2013,South,21,Kentucky,25-0000,"Education, Training, and Library Occupations",major,109160,1,61.227,0.97,23.61,49100,1.4,11.15,16.53,22.96,28.22,35.32,23200,34380,47750,58700,73470,,
2013,South,21,Kentucky,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,15500,2.4,8.693,0.66,18.58,38650,1.5,8.65,11.05,15.99,22.87,32.15,18000,22990,33250,47570,66880,,
2013,South,21,Kentucky,29-0000,Healthcare Practitioners and Technical Occupations,major,117860,2.9,66.11,1.13,31.45,65420,1.2,13.49,18.82,25.42,34.26,55.72,28060,39150,52870,71260,115890,,
2013,South,21,Kentucky,31-0000,Healthcare Support Occupations,major,51950,2.4,29.138,0.98,12.64,26290,0.8,8.51,9.93,11.72,14.34,17.75,17710,20640,24390,29840,36920,,
2013,South,21,Kentucky,33-0000,Protective Service Occupations,major,36610,2.8,20.534,0.84,16.15,33600,1.8,8.44,10.4,14.38,20.51,26.14,17550,21640,29910,42670,54380,,
2013,South,21,Kentucky,35-0000,Food Preparation and Serving Related Occupations,major,167790,0.8,94.117,1.05,9.34,19420,0.6,7.66,8.09,8.79,9.83,12.59,15940,16820,18290,20440,26180,,
2013,South,21,Kentucky,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,50570,2,28.366,0.88,11.07,23040,0.9,7.85,8.55,9.96,12.6,16.5,16330,17790,20720,26200,34320,,
2013,South,21,Kentucky,39-0000,Personal Care and Service Occupations,major,46950,2.7,26.333,0.88,10.67,22190,0.9,7.77,8.35,9.33,11.49,15.89,16170,17380,19400,23890,33050,,
2013,South,21,Kentucky,41-0000,Sales and Related Occupations,major,172770,1.1,96.907,0.91,15.85,32980,1,7.95,8.69,10.8,17.4,29.68,16540,18080,22450,36190,61720,,
